,bike,walk,motorcycle,car,truck,bus,one.party,,
bus,0,0,0,0.001212,0,0,0.002424001,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.020574609,0.002626546,0,0.003075173,local fatal,zcta117
walk,0,0.002442192,0.000493457,0.016284063,0.012336412,0,0,local fatal,
motorcycle,0.000875515,0,0.002492631,0.019941045,0.008474944,0.000997052,0.063811345,local fatal,
car,0.019261336,0.096224011,0.028914516,0.095218491,0.028914516,0,0.257239483,local fatal,
truck,0.009630668,0.022205541,0.014457258,0.054339348,0.011466101,0,0.062814292,local fatal,
bus,0.000875515,0,0,0.000997052,0.003988209,0,0.000997052,local fatal,
bike,0,0,0,0.001751031,0,0,0,arterial fatal,
walk,0,0.000488438,0,0.002467282,0.000986913,0,0,arterial fatal,
motorcycle,0,0,0.000997052,0.00897347,0.005483787,0,0.029911568,arterial fatal,
car,0.003502061,0.021218628,0.00897347,0.072286289,0.026421885,0,0.10169933,arterial fatal,
truck,0.000875515,0.007401847,0.011466101,0.046861456,0.013958732,0,0.023929254,arterial fatal,
bus,0,0,0,0.001994104,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.005428021,0.002467282,0,0,highway fatal,
motorcycle,0,0,0,0.005483787,0.000997052,0,0.015952836,highway fatal,
car,0,0.020231715,0.001994104,0.064309871,0.018445467,0,0.12363448,highway fatal,
truck,0.000875515,0.004934565,0.005982314,0.028914516,0.012961679,0,0.031905672,highway fatal,
bus,0,0,0,0.000997052,0,0,0.000997052,highway fatal,
bike,0.005765949,0.000866612,0,0.043775763,0.017072548,0.000875515,0.035364486,local serious,
walk,0,0.005372822,0.000493457,0.0838876,0.019738259,0,0,local serious,
motorcycle,0.004377576,0.006908391,0.023929254,0.17897088,0.031407146,0.000997052,0.363924074,local serious,
car,0.106375104,0.201330239,0.125628584,0.517968648,0.135599107,0.000997052,0.808609381,local serious,
truck,0.043775763,0.038489605,0.052345244,0.178472354,0.055834926,0,0.211375079,local serious,
bus,0.001751031,0,0.000997052,0.001495578,0.010469049,0,0,local serious,
bike,0,0,0,0.003502061,0.002626546,0,0.008456725,arterial serious,
walk,0,0.000488438,0,0.011349499,0.003454195,0,0,arterial serious,
motorcycle,0,0,0.007976418,0.02442778,0.006979366,0,0.110672801,arterial serious,
car,0.005253092,0.017270976,0.036392407,0.195920769,0.064808397,0,0.281168737,arterial serious,
truck,0.003502061,0.002960739,0.018445467,0.084250916,0.03738946,0.000997052,0.080761233,arterial serious,
bus,0,0,0,0,0.000997052,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.010362586,0.001480369,0,0,highway serious,
motorcycle,0.001751031,0.000986913,0.000498526,0.026920411,0.006979366,0,0.08375239,highway serious,
car,0.004377576,0.00838876,0.043870299,0.2098795,0.03738946,0,0.347971238,highway serious,
truck,0.000875515,0.002467282,0.009471996,0.092227334,0.019442519,0,0.078767128,highway serious,
bus,0,0,0,0.000997052,0,0,0.001994104,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.025943786,0.003311973,0,0.002856919,local fatal,zcta118
walk,0,0.003833289,0.000808784,0.026689856,0.020219588,0,0,local fatal,
motorcycle,0.001103991,0,0.004266119,0.034128954,0.014504805,0.001706448,0.109212653,local fatal,
car,0.0242878,0.157712784,0.049486984,0.162965756,0.049486984,0,0.440263508,local fatal,
truck,0.0121439,0.036395258,0.024743492,0.0930014,0.019624149,0,0.107506206,local fatal,
bus,0.001103991,0,0,0.001706448,0.006825791,0,0.001706448,local fatal,
bike,0,0,0,0.002207982,0,0,0,arterial fatal,
walk,0,0.000766658,0,0.004043918,0.001617567,0,0,arterial fatal,
motorcycle,0,0,0.001706448,0.015358029,0.009385462,0,0.051193431,arterial fatal,
car,0.004415964,0.034777691,0.015358029,0.123717459,0.045220864,0,0.174057666,arterial fatal,
truck,0.001103991,0.012131753,0.019624149,0.080203042,0.023890268,0,0.040954745,arterial fatal,
bus,0,0,0,0.003412895,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.008896619,0.004043918,0,0,highway fatal,
motorcycle,0,0,0,0.009385462,0.001706448,0,0.027303163,highway fatal,
car,0,0.033160124,0.003412895,0.110065877,0.031569283,0,0.211599516,highway fatal,
truck,0.001103991,0.008087835,0.010238686,0.049486984,0.02218382,0,0.054606327,highway fatal,
bus,0,0,0,0.001706448,0,0,0.001706448,highway fatal,
bike,0.005356724,0.001046489,0,0.055199545,0.021527823,0.001103991,0.032854574,local serious,
walk,0,0.008433236,0.000808784,0.137493197,0.03235134,0,0,local serious,
motorcycle,0.005519954,0.011322969,0.040954745,0.306307363,0.053753103,0.001706448,0.622853413,local serious,
car,0.134134895,0.329983672,0.215012411,0.886499584,0.232076888,0.001706448,1.38392909,local serious,
truck,0.055199545,0.063085114,0.089588505,0.305454139,0.095561072,0,0.361766914,local serious,
bus,0.002207982,0,0.001706448,0.002559672,0.017917701,0,0,local serious,
bike,0,0,0,0.004415964,0.003311973,0,0.007856528,arterial serious,
walk,0,0.000766658,0,0.018602021,0.005661485,0,0,arterial serious,
motorcycle,0,0,0.013651582,0.041807969,0.011945134,0,0.189415695,arterial serious,
car,0.006623945,0.028307423,0.062285341,0.335316974,0.110919101,0,0.481218253,arterial serious,
truck,0.004415964,0.004852701,0.031569283,0.144194831,0.063991789,0.001706448,0.138222264,arterial serious,
bus,0,0,0,0,0.001706448,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.016984454,0.002426351,0,0,highway serious,
motorcycle,0.002207982,0.001617567,0.000853224,0.046074088,0.011945134,0,0.143341607,highway serious,
car,0.005519954,0.01374932,0.075083699,0.359207242,0.063991789,0,0.59555025,highway serious,
truck,0.001103991,0.004043918,0.016211253,0.157846413,0.03327573,0,0.134809369,highway serious,
bus,0,0,0,0.001706448,0,0,0.003412895,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.000235924,3.0118E-05,0,9.45945E-06,local fatal,zcta119
walk,0,1.5864E-05,8.22259E-06,0.000271346,0.000205565,0,0,local fatal,
motorcycle,1.00393E-05,0,0.000106548,0.000852381,0.000362262,4.26191E-05,0.002727619,local fatal,
car,0.000220865,0.001603406,0.001235952,0.004070119,0.001235952,0,0.010995715,local fatal,
truck,0.000110433,0.000370017,0.000617976,0.002322738,0.000490119,0,0.002685,local fatal,
bus,1.00393E-05,0,0,4.26191E-05,0.000170476,0,4.26191E-05,local fatal,
bike,0,0,0,2.00787E-05,0,0,0,arterial fatal,
walk,0,3.17281E-06,0,4.1113E-05,1.64452E-05,0,0,arterial fatal,
motorcycle,0,0,4.26191E-05,0.000383571,0.000234405,0,0.001278572,arterial fatal,
car,4.01573E-05,0.000353571,0.000383571,0.003089881,0.001129405,0,0.004347143,arterial fatal,
truck,1.00393E-05,0.000123339,0.000490119,0.002003095,0.000596667,0,0.001022857,arterial fatal,
bus,0,0,0,8.52381E-05,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,9.04485E-05,4.1113E-05,0,0,highway fatal,
motorcycle,0,0,0,0.000234405,4.26191E-05,0,0.000681905,highway fatal,
car,0,0.000337126,8.52381E-05,0.002748929,0.000788452,0,0.005284762,highway fatal,
truck,1.00393E-05,8.22259E-05,0.000255714,0.001235952,0.000554048,0,0.00136381,highway fatal,
bus,0,0,0,4.26191E-05,0,0,4.26191E-05,highway fatal,
bike,1.77365E-05,3.87382E-06,0,0.000501967,0.000195767,1.00393E-05,0.000108784,local serious,
walk,0,3.49009E-05,8.22259E-06,0.001397841,0.000328904,0,0,local serious,
motorcycle,5.01967E-05,0.000115116,0.001022857,0.00765012,0.0013425,4.26191E-05,0.015555954,local serious,
car,0.001219779,0.003354818,0.00537,0.022140597,0.005796191,4.26191E-05,0.034564051,local serious,
truck,0.000501967,0.000641362,0.0022375,0.00762881,0.002386667,0,0.009035239,local serious,
bus,2.00787E-05,0,4.26191E-05,6.39286E-05,0.0004475,0,0,local serious,
bike,0,0,0,4.01573E-05,3.0118E-05,0,2.60135E-05,arterial serious,
walk,0,3.17281E-06,0,0.00018912,5.75581E-05,0,0,arterial serious,
motorcycle,0,0,0.000340952,0.001044167,0.000298333,0,0.004730715,arterial serious,
car,6.0236E-05,0.000287791,0.001555595,0.008374644,0.002770238,0,0.012018572,arterial serious,
truck,4.01573E-05,4.93356E-05,0.000788452,0.00360131,0.001598214,4.26191E-05,0.003452143,arterial serious,
bus,0,0,0,0,4.26191E-05,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.000172674,2.46678E-05,0,0,highway serious,
motorcycle,2.00787E-05,1.64452E-05,2.13095E-05,0.001150714,0.000298333,0,0.00358,highway serious,
car,5.01967E-05,0.000139784,0.001875238,0.00897131,0.001598214,0,0.014874049,highway serious,
truck,1.00393E-05,4.1113E-05,0.000404881,0.003942262,0.000831072,0,0.003366905,highway serious,
bus,0,0,0,4.26191E-05,0,0,8.52381E-05,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.023751486,0.003032105,0,0.003850903,local fatal,zcta120
walk,0,0.004110629,0.000660429,0.02179414,0.016510712,0,0,local fatal,
motorcycle,0.001010702,0,0.00265267,0.021221363,0.009019079,0.001061068,0.067908363,local fatal,
car,0.022235434,0.128783554,0.030770977,0.10133201,0.030770977,0,0.273755587,local fatal,
truck,0.011117717,0.029719282,0.015385488,0.057828215,0.012202284,0,0.066847295,local fatal,
bus,0.001010702,0,0,0.001061068,0.004244273,0,0.001061068,local fatal,
bike,0,0,0,0.002021403,0,0,0,arterial fatal,
walk,0,0.000822126,0,0.003302142,0.001320857,0,0,arterial fatal,
motorcycle,0,0,0.001061068,0.009549614,0.005835875,0,0.031832045,arterial fatal,
car,0.004042806,0.028398425,0.009549614,0.076927442,0.028118306,0,0.108228953,arterial fatal,
truck,0.001010702,0.009906427,0.012202284,0.049870204,0.014854954,0,0.025465636,arterial fatal,
bus,0,0,0,0.002122136,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.007264713,0.003302142,0,0,highway fatal,
motorcycle,0,0,0,0.005835875,0.001061068,0,0.016977091,highway fatal,
car,0,0.027077568,0.002122136,0.068438897,0.019629761,0,0.131572453,highway fatal,
truck,0.001010702,0.006604285,0.006366409,0.030770977,0.013793886,0,0.033954181,highway fatal,
bus,0,0,0,0.001061068,0,0,0.001061068,highway fatal,
bike,0.007220443,0.001258159,0,0.050535077,0.01970868,0.001010702,0.044285382,local serious,
walk,0,0.009043384,0.000660429,0.112272842,0.026417139,0,0,local serious,
motorcycle,0.005053508,0.009245999,0.025465636,0.190461736,0.033423647,0.001061068,0.387289881,local serious,
car,0.122800237,0.26945482,0.133694589,0.551224913,0.144305271,0.001061068,0.860526284,local serious,
truck,0.050535077,0.051513421,0.055706079,0.189931202,0.059419817,0,0.224946452,local serious,
bus,0.002021403,0,0.001061068,0.001591602,0.011141216,0,0,local serious,
bike,0,0,0,0.004042806,0.003032105,0,0.010589983,arterial serious,
walk,0,0.000822126,0,0.015189855,0.004622999,0,0,arterial serious,
motorcycle,0,0,0.008488545,0.02599617,0.007427477,0,0.117778567,arterial serious,
car,0.006064209,0.023114997,0.038728988,0.208499895,0.068969431,0,0.299221223,arterial serious,
truck,0.004042806,0.003962571,0.019629761,0.08966026,0.039790056,0.001061068,0.085946522,arterial serious,
bus,0,0,0,0,0.001061068,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.013868998,0.001981285,0,0,highway serious,
motorcycle,0.002021403,0.001320857,0.000530534,0.02864884,0.007427477,0,0.089129726,highway serious,
car,0.005053508,0.011227284,0.046686999,0.223354849,0.039790056,0,0.370312791,highway serious,
truck,0.001010702,0.003302142,0.010080148,0.098148806,0.020690829,0,0.083824385,highway serious,
bus,0,0,0,0.001061068,0,0,0.002122136,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.011715445,0.001495589,0,0.00159535,local fatal,zcta121
walk,0,0.002140329,0.000365202,0.012051669,0.009130052,0,0,local fatal,
motorcycle,0.00049853,0,0.001557851,0.012462808,0.005296694,0.00062314,0.039880987,local fatal,
car,0.010967651,0.071214408,0.018071072,0.05950991,0.018071072,0,0.160770229,local fatal,
truck,0.005483825,0.016434094,0.009035536,0.033961153,0.007166115,0,0.039257847,local fatal,
bus,0.00049853,0,0,0.00062314,0.002492562,0,0.00062314,local fatal,
bike,0,0,0,0.000997059,0,0,0,arterial fatal,
walk,0,0.000428066,0,0.00182601,0.000730404,0,0,arterial fatal,
motorcycle,0,0,0.00062314,0.005608264,0.003427272,0,0.018694213,arterial fatal,
car,0.001994118,0.01570369,0.005608264,0.045177681,0.016513221,0,0.063560323,arterial fatal,
truck,0.00049853,0.005478031,0.007166115,0.0292876,0.008723966,0,0.01495537,arterial fatal,
bus,0,0,0,0.001246281,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.004017223,0.00182601,0,0,highway fatal,
motorcycle,0,0,0,0.003427272,0.00062314,0,0.009970247,highway fatal,
car,0,0.014973286,0.001246281,0.040192557,0.011528098,0,0.077269412,highway fatal,
truck,0.00049853,0.003652021,0.003738843,0.018071072,0.008100825,0,0.019940493,highway fatal,
bus,0,0,0,0.00062314,0,0,0.00062314,highway fatal,
bike,0.002991281,0.000584344,0,0.024926479,0.009721327,0.00049853,0.018346523,local serious,
walk,0,0.004708724,0.000365202,0.062084356,0.014608084,0,0,local serious,
motorcycle,0.002492648,0.005112829,0.01495537,0.111853706,0.019628923,0.00062314,0.227446254,local serious,
car,0.060571344,0.149002454,0.078515693,0.323721449,0.084747097,0.00062314,0.505366882,local serious,
truck,0.024926479,0.028485763,0.032714872,0.111542135,0.034895864,0,0.132105769,local serious,
bus,0.000997059,0,0.00062314,0.000934711,0.006542974,0,0,local serious,
bike,0,0,0,0.001994118,0.001495589,0,0.004387212,arterial serious,
walk,0,0.000428066,0,0.008399648,0.002556415,0,0,arterial serious,
motorcycle,0,0,0.004985123,0.01526694,0.004361983,0,0.069168587,arterial serious,
car,0.002991178,0.012782073,0.022744625,0.122447093,0.040504127,0,0.175725599,arterial serious,
truck,0.001994118,0.002191213,0.011528098,0.052655366,0.023367766,0.00062314,0.050474374,arterial serious,
bus,0,0,0,0,0.00062314,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.007669244,0.001095606,0,0,highway serious,
motorcycle,0.000997059,0.000730404,0.00031157,0.016824791,0.004361983,0,0.052343795,highway serious,
car,0.002492648,0.006208436,0.027418179,0.131171059,0.023367766,0,0.217476007,highway serious,
truck,0.00049853,0.00182601,0.005919834,0.057640489,0.012151238,0,0.049228093,highway serious,
bus,0,0,0,0.00062314,0,0,0.001246281,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.0191817,0.002448728,0,0.002625003,local fatal,zcta122
walk,0,0.003334907,0.00058187,0.019201722,0.014546759,0,0,local fatal,
motorcycle,0.000816243,0,0.0025381,0.020304801,0.00862954,0.00101524,0.064975362,local fatal,
car,0.017957336,0.113464723,0.029441961,0.096955423,0.029441961,0,0.261931928,local fatal,
truck,0.008978668,0.026184167,0.01472098,0.055330582,0.01167526,0,0.063960122,local fatal,
bus,0.000816243,0,0,0.00101524,0.00406096,0,0.00101524,local fatal,
bike,0,0,0,0.001632485,0,0,0,arterial fatal,
walk,0,0.000666982,0,0.002909352,0.001163741,0,0,arterial fatal,
motorcycle,0,0,0.00101524,0.00913716,0.00558382,0,0.030457201,arterial fatal,
car,0.00326497,0.025020426,0.00913716,0.073604902,0.026903861,0,0.103554483,arterial fatal,
truck,0.000816243,0.008728056,0.01167526,0.047716282,0.01421336,0,0.024365761,arterial fatal,
bus,0,0,0,0.00203048,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.006400574,0.002909352,0,0,highway fatal,
motorcycle,0,0,0,0.00558382,0.00101524,0,0.01624384,highway fatal,
car,0,0.023856685,0.00203048,0.065482982,0.018781941,0,0.125889764,highway fatal,
truck,0.000816243,0.005818704,0.00609144,0.029441961,0.01319812,0,0.032487681,highway fatal,
bus,0,0,0,0.00101524,0,0,0.00101524,highway fatal,
bike,0.00492188,0.000935636,0,0.040812128,0.01591673,0.000816243,0.030187529,local serious,
walk,0,0.007336796,0.00058187,0.098917964,0.023274815,0,0,local serious,
motorcycle,0.004081213,0.008146185,0.024365761,0.182235586,0.031980061,0.00101524,0.370562612,local serious,
car,0.099173471,0.237403114,0.127920244,0.527417197,0.138072644,0.00101524,0.823359667,local serious,
truck,0.040812128,0.045385889,0.053300102,0.181727966,0.056853442,0,0.215230887,local serious,
bus,0.001632485,0,0.00101524,0.00152286,0.01066002,0,0,local serious,
bike,0,0,0,0.00326497,0.002448728,0,0.007218757,arterial serious,
walk,0,0.000666982,0,0.013383019,0.004073093,0,0,arterial serious,
motorcycle,0,0,0.00812192,0.024873381,0.00710668,0,0.112691644,arterial serious,
car,0.004897455,0.020365463,0.037056261,0.199494666,0.065990602,0,0.286297689,arterial serious,
truck,0.00326497,0.003491222,0.018781941,0.085787783,0.038071501,0.00101524,0.082234443,arterial serious,
bus,0,0,0,0,0.00101524,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.012219278,0.001745611,0,0,highway serious,
motorcycle,0.001632485,0.001163741,0.00050762,0.027411481,0.00710668,0,0.085280163,highway serious,
car,0.004081213,0.009891796,0.044670561,0.213708027,0.038071501,0,0.354318771,highway serious,
truck,0.000816243,0.002909352,0.00964478,0.093909703,0.019797181,0,0.080203963,highway serious,
bus,0,0,0,0.00101524,0,0,0.00203048,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.026163325,0.003339999,0,0.002616826,local fatal,zcta123
walk,0,0.003884113,0.000857854,0.028309194,0.021446359,0,0,local fatal,
motorcycle,0.001113333,0,0.004736693,0.037893544,0.016104756,0.001894677,0.12125934,local fatal,
car,0.024493326,0.167281599,0.054945638,0.180941671,0.054945638,0,0.488826712,local fatal,
truck,0.012246663,0.038603446,0.027472819,0.103259906,0.021788788,0,0.119364662,local fatal,
bus,0.001113333,0,0,0.001894677,0.007578709,0,0.001894677,local fatal,
bike,0,0,0,0.002226666,0,0,0,arterial fatal,
walk,0,0.000776823,0,0.004289272,0.001715709,0,0,arterial fatal,
motorcycle,0,0,0.001894677,0.017052095,0.010420724,0,0.056840315,arterial fatal,
car,0.004453332,0.036887737,0.017052095,0.137364096,0.050208945,0,0.193257072,arterial fatal,
truck,0.001113333,0.012867815,0.021788788,0.089049827,0.02652548,0,0.045472252,arterial fatal,
bus,0,0,0,0.003789354,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.009436398,0.004289272,0,0,highway fatal,
motorcycle,0,0,0,0.010420724,0.001894677,0,0.030314835,highway fatal,
car,0,0.035172028,0.003789354,0.122206678,0.035051528,0,0.23493997,highway fatal,
truck,0.001113333,0.008578543,0.011368063,0.054945638,0.024630803,0,0.06062967,highway fatal,
bus,0,0,0,0.001894677,0,0,0.001894677,highway fatal,
bike,0.00490655,0.001008169,0,0.05566665,0.021709993,0.001113333,0.030093504,local serious,
walk,0,0.008545049,0.000857854,0.14583524,0.034314174,0,0,local serious,
motorcycle,0.005566665,0.012009961,0.045472252,0.340094554,0.059682331,0.001894677,0.691557171,local serious,
car,0.135269959,0.350004576,0.238729325,0.984284795,0.257676096,0.001894677,1.536583193,local serious,
truck,0.05566665,0.06691264,0.099470552,0.339147215,0.106101922,0,0.401671562,local serious,
bus,0.002226666,0,0.001894677,0.002842016,0.01989411,0,0,local serious,
bike,0,0,0,0.004453332,0.003339999,0,0.007196273,arterial serious,
walk,0,0.000776823,0,0.01973065,0.006004981,0,0,arterial serious,
motorcycle,0,0,0.015157417,0.046419591,0.01326274,0,0.210309167,arterial serious,
car,0.006679998,0.030024902,0.069155717,0.372304066,0.123154017,0,0.534298965,arterial serious,
truck,0.004453332,0.005147126,0.035051528,0.160100222,0.071050394,0.001894677,0.153468852,arterial serious,
bus,0,0,0,0,0.001894677,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.018014941,0.002573563,0,0,highway serious,
motorcycle,0.002226666,0.001715709,0.000947339,0.051156284,0.01326274,0,0.159152883,highway serious,
car,0.005566665,0.014583524,0.083365796,0.398829546,0.071050394,0,0.661242336,highway serious,
truck,0.001113333,0.004289272,0.017999433,0.175257639,0.036946205,0,0.149679497,highway serious,
bus,0,0,0,0.001894677,0,0,0.003789354,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.016776944,0.002141738,0,0.002573335,local fatal,zcta124
walk,0,0.002030215,0.000401049,0.013234631,0.010026235,0,0,local fatal,
motorcycle,0.000713913,0,0.001980586,0.015844686,0.006733991,0.000792234,0.050702995,local fatal,
car,0.015706075,0.078204635,0.022974795,0.075658375,0.022974795,0,0.204396448,local fatal,
truck,0.007853038,0.018047224,0.011487397,0.043176769,0.009110694,0,0.049910761,local fatal,
bus,0.000713913,0,0,0.000792234,0.003168937,0,0.000792234,local fatal,
bike,0,0,0,0.001427825,0,0,0,arterial fatal,
walk,0,0.000406043,0,0.002005247,0.000802099,0,0,arterial fatal,
motorcycle,0,0,0.000792234,0.007130109,0.004357289,0,0.023767029,arterial fatal,
car,0.00285565,0.017245125,0.007130109,0.057436986,0.020994209,0,0.080807898,arterial fatal,
truck,0.000713913,0.006015741,0.009110694,0.037235012,0.01109128,0,0.019013623,arterial fatal,
bus,0,0,0,0.001584469,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.004411544,0.002005247,0,0,highway fatal,
motorcycle,0,0,0,0.004357289,0.000792234,0,0.012675749,highway fatal,
car,0,0.016443026,0.001584469,0.051099112,0.014656334,0,0.098237053,highway fatal,
truck,0.000713913,0.004010494,0.004753406,0.022974795,0.010299046,0,0.025351497,highway fatal,
bus,0,0,0,0.000792234,0,0,0.000792234,highway fatal,
bike,0.004825003,0.000722802,0,0.035695626,0.013921294,0.000713913,0.029593354,local serious,
walk,0,0.004466474,0.000401049,0.0681784,0.016041977,0,0,local serious,
motorcycle,0.003569563,0.005614692,0.019013623,0.142206056,0.02495538,0.000792234,0.289165518,local serious,
car,0.086740371,0.16362816,0.099821521,0.411565717,0.107743864,0.000792234,0.642502014,local serious,
truck,0.035695626,0.031281854,0.041592301,0.141809939,0.044365121,0,0.167953671,local serious,
bus,0.001427825,0,0.000792234,0.001188351,0.00831846,0,0,local serious,
bike,0,0,0,0.00285565,0.002141738,0,0.007076672,arterial serious,
walk,0,0.000406043,0,0.009224137,0.002807346,0,0,arterial serious,
motorcycle,0,0,0.006337874,0.01940974,0.00554564,0,0.087938007,arterial serious,
car,0.004283475,0.014036729,0.028916552,0.155674039,0.051495229,0,0.223410072,arterial serious,
truck,0.00285565,0.002406296,0.014656334,0.066943798,0.029708786,0.000792234,0.064170978,arterial serious,
bus,0,0,0,0,0.000792234,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.008422038,0.001203148,0,0,highway serious,
motorcycle,0.001427825,0.000802099,0.000396117,0.021390326,0.00554564,0,0.066547681,highway serious,
car,0.003569563,0.00681784,0.034858309,0.166765319,0.029708786,0,0.276489769,highway serious,
truck,0.000713913,0.002005247,0.007526226,0.073281672,0.015448569,0,0.062586509,highway serious,
bus,0,0,0,0.000792234,0,0,0.001584469,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.022365361,0.002855152,0,0.002927948,local fatal,zcta125
walk,0,0.003404292,0.000649037,0.021418234,0.016225935,0,0,local fatal,
motorcycle,0.000951717,0,0.003093518,0.024748148,0.010517963,0.001237407,0.079194072,local fatal,
car,0.020937785,0.126562293,0.035884814,0.118172405,0.035884814,0,0.319251104,local fatal,
truck,0.010468893,0.029206683,0.017942407,0.067438702,0.014230185,0,0.077956665,local fatal,
bus,0.000951717,0,0,0.001237407,0.004949629,0,0.001237407,local fatal,
bike,0,0,0,0.001903435,0,0,0,arterial fatal,
walk,0,0.000680858,0,0.003245187,0.001298075,0,0,arterial fatal,
motorcycle,0,0,0.001237407,0.011136666,0.006805741,0,0.037122221,arterial fatal,
car,0.00380687,0.027908608,0.011136666,0.089712035,0.032791296,0,0.126215553,arterial fatal,
truck,0.000951717,0.009735561,0.014230185,0.058158147,0.017323703,0,0.029697777,arterial fatal,
bus,0,0,0,0.002474815,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.007139411,0.003245187,0,0,highway fatal,
motorcycle,0,0,0,0.006805741,0.001237407,0,0.019798518,highway fatal,
car,0,0.026610533,0.002474815,0.079812776,0.022892037,0,0.153438515,highway fatal,
truck,0.000951717,0.006490374,0.007424444,0.035884814,0.016086296,0,0.039597036,highway fatal,
bus,0,0,0,0.001237407,0,0,0.001237407,highway fatal,
bike,0.005489903,0.000998378,0,0.047585875,0.018558491,0.000951717,0.033671405,local serious,
walk,0,0.007489441,0.000649037,0.110336358,0.025961496,0,0,local serious,
motorcycle,0.004758587,0.009086524,0.029697777,0.222114625,0.038978332,0.001237407,0.451653694,local serious,
car,0.115633677,0.264807259,0.15591333,0.642833134,0.168287404,0.001237407,1.003537386,local serious,
truck,0.047585875,0.050624917,0.064963887,0.221495921,0.069294813,0,0.262330365,local serious,
bus,0.001903435,0,0.001237407,0.001856111,0.012992777,0,0,local serious,
bike,0,0,0,0.00380687,0.002855152,0,0.008051858,arterial serious,
walk,0,0.000680858,0,0.01492786,0.004543262,0,0,arterial serious,
motorcycle,0,0,0.009899259,0.030316481,0.008661852,0,0.137352219,arterial serious,
car,0.005710305,0.022716309,0.045165369,0.24315055,0.08043148,0,0.348948881,arterial serious,
truck,0.00380687,0.003894224,0.022892037,0.104560924,0.046402777,0.001237407,0.100229998,arterial serious,
bus,0,0,0,0,0.001237407,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.013629785,0.001947112,0,0,highway serious,
motorcycle,0.001903435,0.001298075,0.000618704,0.033409999,0.008661852,0,0.10394222,highway serious,
car,0.004758587,0.011033636,0.054445925,0.260474254,0.046402777,0,0.431855176,highway serious,
truck,0.000951717,0.003245187,0.01175537,0.114460183,0.024129444,0,0.097755183,highway serious,
bus,0,0,0,0.001237407,0,0,0.002474815,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.000642712,8.20483E-05,0,5.16231E-05,local fatal,zcta126
walk,0,4.72149E-05,1.65423E-05,0.000545896,0.000413558,0,0,local fatal,
motorcycle,2.73494E-05,0,0.000144895,0.001159158,0.000492642,5.79579E-05,0.003709306,local fatal,
car,0.000601688,0.003225749,0.001680779,0.00553498,0.001680779,0,0.014953139,local fatal,
truck,0.000300844,0.000744404,0.00084039,0.003158706,0.000666516,0,0.003651348,local fatal,
bus,2.73494E-05,0,0,5.79579E-05,0.000231832,0,5.79579E-05,local fatal,
bike,0,0,0,5.46989E-05,0,0,0,arterial fatal,
walk,0,9.44298E-06,0,8.27115E-05,3.30846E-05,0,0,arterial fatal,
motorcycle,0,0,5.79579E-05,0.000521621,0.000318768,0,0.001738737,arterial fatal,
car,0.000109398,0.000711319,0.000521621,0.004201948,0.001535884,0,0.005911706,arterial fatal,
truck,2.73494E-05,0.000248135,0.000666516,0.002724021,0.000811411,0,0.00139099,arterial fatal,
bus,0,0,0,0.000115916,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.000181965,8.27115E-05,0,0,highway fatal,
motorcycle,0,0,0,0.000318768,5.79579E-05,0,0.000927326,highway fatal,
