,bike,walk,motorcycle,car,truck,bus,one.party,,
motorcycle,0.000672658,0,0.000795889,0.006367109,0.002706021,0.000318355,0.020374749,local fatal,
car,0.014798486,0.080698153,0.009232308,0.030402946,0.009232308,0,0.082135709,local fatal,
truck,0.007399243,0.018622651,0.004616154,0.017350373,0.003661088,0,0.020056394,local fatal,
bus,0.000672658,0,0,0.000318355,0.001273422,0,0.000318355,local fatal,
bike,0,0,0,0.001345317,0,0,0,arterial fatal,
walk,0,0.001075909,0,0.002069183,0.000827673,0,0,arterial fatal,
motorcycle,0,0,0.000318355,0.002865199,0.001750955,0,0.009550664,arterial fatal,
car,0.002690634,0.017794977,0.002865199,0.023080771,0.00843642,0,0.032472257,arterial fatal,
truck,0.000672658,0.00620755,0.003661088,0.014962707,0.004456976,0,0.007640531,arterial fatal,
bus,0,0,0,0.000636711,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.004552204,0.002069183,0,0,highway fatal,
motorcycle,0,0,0,0.001750955,0.000318355,0,0.005093687,highway fatal,
car,0,0.016967304,0.000636711,0.020533927,0.005889576,0,0.039476077,highway fatal,
truck,0.000672658,0.004138367,0.001910133,0.009232308,0.004138621,0,0.010187375,highway fatal,
bus,0,0,0,0.000318355,0,0,0.000318355,highway fatal,
bike,0.010659533,0.001748805,0,0.033632923,0.01311684,0.000672658,0.06537847,local serious,
walk,0,0.011835002,0.000413837,0.070352236,0.016553467,0,0,local serious,
motorcycle,0.003363292,0.005793714,0.007640531,0.057144805,0.010028197,0.000318355,0.116199743,local serious,
car,0.081728004,0.168845367,0.040112788,0.165385661,0.043296343,0.000318355,0.258186278,local serious,
truck,0.033632923,0.032279261,0.016713662,0.056985627,0.017827906,0,0.067491357,local serious,
bus,0.001345317,0,0.000318355,0.000477533,0.003342732,0,0,local serious,
bike,0,0,0,0.002690634,0.002017975,0,0.015633982,arterial serious,
walk,0,0.001075909,0,0.009518244,0.002896857,0,0,arterial serious,
motorcycle,0,0,0.002546844,0.007799709,0.002228488,0,0.035337456,arterial serious,
car,0.004035951,0.014484284,0.011619974,0.062556848,0.020693105,0,0.08977624,arterial serious,
truck,0.002690634,0.00248302,0.005889576,0.026901036,0.01193833,0.000318355,0.025786792,arterial serious,
bus,0,0,0,0,0.000318355,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.00869057,0.00124151,0,0,highway serious,
motorcycle,0.001345317,0.000827673,0.000159178,0.008595597,0.002228488,0,0.026741859,highway serious,
car,0.003363292,0.007035224,0.01400764,0.067013824,0.01193833,0,0.111106056,highway serious,
truck,0.000672658,0.002069183,0.003024377,0.02944788,0.006207931,0,0.025150081,highway serious,
bus,0,0,0,0.000318355,0,0,0.000636711,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.010099109,0.001289248,0,0.002662929,local fatal,zcta100
walk,0,0.003047773,0.000290775,0.009595568,0.007269369,0,0,local fatal,
motorcycle,0.000429749,0,0.000693539,0.005548312,0.002358032,0.000277416,0.017754597,local fatal,
car,0.009454485,0.056701081,0.008045052,0.026493188,0.008045052,0,0.071573221,local fatal,
truck,0.004727243,0.013084865,0.004022526,0.015119149,0.003190279,0,0.017477182,local fatal,
bus,0.000429749,0,0,0.000277416,0.001109662,0,0.000277416,local fatal,
bike,0,0,0,0.000859499,0,0,0,arterial fatal,
walk,0,0.000609555,0,0.001453874,0.00058155,0,0,arterial fatal,
motorcycle,0,0,0.000277416,0.00249674,0.001525786,0,0.008322468,arterial fatal,
car,0.001718997,0.012503315,0.00249674,0.02011263,0.007351513,0,0.02829639,arterial fatal,
truck,0.000429749,0.004361622,0.003190279,0.013038533,0.003883818,0,0.006657974,arterial fatal,
bus,0,0,0,0.000554831,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.003198523,0.001453874,0,0,highway fatal,
motorcycle,0,0,0,0.001525786,0.000277416,0,0.004438649,highway fatal,
car,0,0.011921766,0.000554831,0.017893305,0.005132188,0,0.034399533,highway fatal,
truck,0.000429749,0.002907748,0.001664494,0.008045052,0.003606403,0,0.008877299,highway fatal,
bus,0,0,0,0.000277416,0,0,0.000277416,highway fatal,
bike,0.004992992,0.000900889,0,0.021487467,0.008380112,0.000429749,0.030623682,local serious,
walk,0,0.0067051,0.000290775,0.049431712,0.011630991,0,0,local serious,
motorcycle,0.002148747,0.004070847,0.006657974,0.049796098,0.008738591,0.000277416,0.101256689,local serious,
car,0.052214544,0.118636108,0.034954364,0.144117397,0.03772852,0.000277416,0.22498404,local serious,
truck,0.021487467,0.022680432,0.014564318,0.04965739,0.015535273,0,0.058812104,local serious,
bus,0.000859499,0,0.000277416,0.000416123,0.002912864,0,0,local serious,
bike,0,0,0,0.001718997,0.001289248,0,0.007323054,arterial serious,
walk,0,0.000609555,0,0.00668782,0.002035423,0,0,arterial serious,
motorcycle,0,0,0.002219325,0.006796682,0.001941909,0,0.03079313,arterial serious,
car,0.002578496,0.010177117,0.010125669,0.054512163,0.018032013,0,0.078231195,arterial serious,
truck,0.001718997,0.001744649,0.005132188,0.023441617,0.010403084,0.000277416,0.022470662,arterial serious,
bus,0,0,0,0,0.000277416,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.00610627,0.000872324,0,0,highway serious,
motorcycle,0.000859499,0.00058155,0.000138708,0.007490221,0.001941909,0,0.023302909,highway serious,
car,0.002148747,0.004943171,0.012206286,0.058395981,0.010403084,0,0.096818039,highway serious,
truck,0.000429749,0.001453874,0.002635448,0.025660942,0.005409604,0,0.021915831,highway serious,
bus,0,0,0,0.000277416,0,0,0.000554831,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.017233271,0.002199992,0,0.004360208,local fatal,zcta101
walk,0,0.004227871,0.000456706,0.015071312,0.01141766,0,0,local fatal,
motorcycle,0.000733331,0,0.001233367,0.009866939,0.004193449,0.000493347,0.031574206,local fatal,
car,0.016133275,0.089057751,0.014307062,0.047114635,0.014307062,0,0.127283517,local fatal,
truck,0.008066638,0.020551789,0.007153531,0.02688741,0.00567349,0,0.031080859,local fatal,
bus,0.000733331,0,0,0.000493347,0.001973388,0,0.000493347,local fatal,
bike,0,0,0,0.001466661,0,0,0,arterial fatal,
walk,0,0.000845574,0,0.002283532,0.000913413,0,0,arterial fatal,
motorcycle,0,0,0.000493347,0.004440123,0.002713408,0,0.014800409,arterial fatal,
car,0.002933323,0.019638376,0.004440123,0.035767655,0.013073695,0,0.050321391,arterial fatal,
truck,0.000733331,0.006850596,0.00567349,0.023187307,0.006906858,0,0.011840327,arterial fatal,
bus,0,0,0,0.000986694,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.005023771,0.002283532,0,0,highway fatal,
motorcycle,0,0,0,0.002713408,0.000493347,0,0.007893551,highway fatal,
car,0,0.018724963,0.000986694,0.031820879,0.009126919,0,0.061175024,highway fatal,
truck,0.000733331,0.004567064,0.002960082,0.014307062,0.006413511,0,0.015787103,highway fatal,
bus,0,0,0,0.000493347,0,0,0.000493347,highway fatal,
bike,0.008175391,0.001357733,0,0.036666534,0.014299948,0.000733331,0.050142396,local serious,
walk,0,0.009301317,0.000456706,0.07764009,0.018268257,0,0,local serious,
motorcycle,0.003666653,0.00639389,0.011840327,0.08855578,0.015540429,0.000493347,0.180071643,local serious,
car,0.089099678,0.186336217,0.062161718,0.256293749,0.067095187,0.000493347,0.40010439,local serious,
truck,0.036666534,0.0356231,0.025900716,0.088309107,0.02762743,0,0.104589557,local serious,
bus,0.001466661,0,0.000493347,0.00074002,0.005180143,0,0,local serious,
bike,0,0,0,0.002933323,0.002199992,0,0.011990573,arterial serious,
walk,0,0.000845574,0,0.010504248,0.003196945,0,0,arterial serious,
motorcycle,0,0,0.003946776,0.012087001,0.003453429,0,0.054761513,arterial serious,
car,0.004399984,0.015984724,0.018007164,0.096942679,0.032067553,0,0.139123844,arterial serious,
truck,0.002933323,0.002740238,0.009126919,0.041687819,0.018500511,0.000493347,0.039961104,arterial serious,
bus,0,0,0,0,0.000493347,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.009590835,0.001370119,0,0,highway serious,
motorcycle,0.001466661,0.000913413,0.000246674,0.013320368,0.003453429,0,0.041441145,highway serious,
car,0.003666653,0.007764009,0.021707267,0.103849536,0.018500511,0,0.172178091,highway serious,
truck,0.000733331,0.002283532,0.004686796,0.045634594,0.009620266,0,0.03897441,highway serious,
bus,0,0,0,0.000493347,0,0,0.000986694,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.013300006,0.001697873,0,0.002788601,local fatal,zcta102
walk,0,0.002752554,0.000355622,0.011735529,0.008890552,0,0,local fatal,
motorcycle,0.000565958,0,0.001148634,0.009189069,0.003905354,0.000459453,0.029405022,local fatal,
car,0.012451069,0.069346305,0.013324151,0.043877806,0.013324151,0,0.118538994,local fatal,
truck,0.006225535,0.016002993,0.006662075,0.025040214,0.005283715,0,0.028945568,local fatal,
bus,0.000565958,0,0,0.000459453,0.001837814,0,0.000459453,local fatal,
bike,0,0,0,0.001131915,0,0,0,arterial fatal,
walk,0,0.000550511,0,0.00177811,0.000711244,0,0,arterial fatal,
motorcycle,0,0,0.000459453,0.004135081,0.002526994,0,0.013783604,arterial fatal,
car,0.002263831,0.015291749,0.004135081,0.033310376,0.012175517,0,0.046864253,arterial fatal,
truck,0.000565958,0.005334331,0.005283715,0.021594313,0.006432348,0,0.011026883,arterial fatal,
bus,0,0,0,0.000918907,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.003911843,0.00177811,0,0,highway fatal,
motorcycle,0,0,0,0.002526994,0.000459453,0,0.007351255,highway fatal,
car,0,0.014580505,0.000918907,0.029634748,0.008499889,0,0.05697223,highway fatal,
truck,0.000565958,0.003556221,0.002756721,0.013324151,0.005972895,0,0.014702511,highway fatal,
bus,0,0,0,0.000459453,0,0,0.000459453,highway fatal,
bike,0.005228627,0.000876115,0,0.028297885,0.011036175,0.000565958,0.032068914,local serious,
walk,0,0.006055619,0.000355622,0.060455753,0.014224883,0,0,local serious,
motorcycle,0.002829788,0.004978709,0.011026883,0.082471897,0.014472784,0.000459453,0.167700515,local serious,
car,0.068763861,0.145093807,0.057891137,0.238686075,0.062485671,0.000459453,0.37261676,local serious,
truck,0.028297885,0.027738522,0.024121307,0.08224217,0.025729394,0,0.097404135,local serious,
bus,0.001131915,0,0.000459453,0.00068918,0.004824261,0,0,local serious,
bike,0,0,0,0.002263831,0.001697873,0,0.007668653,arterial serious,
walk,0,0.000550511,0,0.008179308,0.002489355,0,0,arterial serious,
motorcycle,0,0,0.003675628,0.01125661,0.003216174,0,0.050999335,arterial serious,
car,0.003395746,0.012446773,0.016770051,0.090282606,0.029864475,0,0.129565877,arterial serious,
truck,0.002263831,0.002133732,0.008499889,0.038823818,0.017229505,0.000459453,0.037215731,arterial serious,
bus,0,0,0,0,0.000459453,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.007468064,0.001066866,0,0,highway serious,
motorcycle,0.001131915,0.000711244,0.000229727,0.012405244,0.003216174,0,0.038594091,highway serious,
car,0.002829788,0.006045575,0.020215952,0.096714954,0.017229505,0,0.160349259,highway serious,
truck,0.000565958,0.00177811,0.004364808,0.042499446,0.008959343,0,0.036296824,highway serious,
bus,0,0,0,0.000459453,0,0,0.000918907,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.02227914,0.002844146,0,0.004524725,local fatal,zcta103
walk,0,0.004966194,0.000628169,0.020729567,0.015704218,0,0,local fatal,
motorcycle,0.000948049,0,0.00198641,0.01589128,0.006753794,0.000794564,0.050852098,local fatal,
car,0.020857067,0.122492898,0.023042357,0.075880864,0.023042357,0,0.204997518,local fatal,
truck,0.010428534,0.028267592,0.011521178,0.043303739,0.009137486,0,0.050057533,local fatal,
bus,0.000948049,0,0,0.000794564,0.003178256,0,0.000794564,local fatal,
bike,0,0,0,0.001896097,0,0,0,arterial fatal,
walk,0,0.000993239,0,0.003140844,0.001256337,0,0,arterial fatal,
motorcycle,0,0,0.000794564,0.007151076,0.004370102,0,0.023836921,arterial fatal,
car,0.003792194,0.027011254,0.007151076,0.057605892,0.021055947,0,0.08104553,arterial fatal,
truck,0.000948049,0.009422531,0.009137486,0.037344509,0.011123896,0,0.019069537,arterial fatal,
bus,0,0,0,0.001589128,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.006909856,0.003140844,0,0,highway fatal,
motorcycle,0,0,0,0.004370102,0.000794564,0,0.012713024,highway fatal,
car,0,0.025754917,0.001589128,0.051249379,0.014699434,0,0.098525939,highway fatal,
truck,0.000948049,0.006281687,0.004767384,0.023042357,0.010329332,0,0.025426049,highway fatal,
bus,0,0,0,0.000794564,0,0,0.000794564,highway fatal,
bike,0.00848386,0.001499022,0,0.047402426,0.018486946,0.000948049,0.052034342,local serious,
walk,0,0.010925627,0.000628169,0.106788681,0.025126748,0,0,local serious,
motorcycle,0.004740243,0.008794362,0.019069537,0.142624242,0.025028767,0.000794564,0.290015868,local serious,
car,0.115187895,0.256292833,0.100115067,0.41277601,0.108060707,0.000794564,0.644391423,local serious,
truck,0.047402426,0.048997159,0.041714611,0.14222696,0.044495585,0,0.168447573,local serious,
bus,0.001896097,0,0.000794564,0.001191846,0.008342922,0,0,local serious,
bike,0,0,0,0.003792194,0.002844146,0,0.012442995,arterial serious,
walk,0,0.000993239,0,0.01444788,0.004397181,0,0,arterial serious,
motorcycle,0,0,0.006356512,0.019466819,0.005561948,0,0.088196607,arterial serious,
car,0.005688291,0.021985905,0.029001587,0.156131831,0.051646662,0,0.224067055,arterial serious,
truck,0.003792194,0.003769012,0.014699434,0.06714066,0.029796151,0.000794564,0.064359686,arterial serious,
bus,0,0,0,0,0.000794564,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.013191543,0.001884506,0,0,highway serious,
motorcycle,0.001896097,0.001256337,0.000397282,0.021453229,0.005561948,0,0.066743378,highway serious,
car,0.004740243,0.010678868,0.034960817,0.167255727,0.029796151,0,0.277302844,highway serious,
truck,0.000948049,0.003140844,0.007548358,0.073497172,0.015493998,0,0.062770558,highway serious,
bus,0,0,0,0.000794564,0,0,0.001589128,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.025122002,0.003207064,0,0.004597712,local fatal,zcta104
walk,0,0.003762473,0.000611621,0.020183484,0.015290518,0,0,local fatal,
motorcycle,0.001069021,0,0.002485598,0.019884787,0.008451034,0.000994239,0.063631317,local fatal,
car,0.02351847,0.119266039,0.028832941,0.094949856,0.028832941,0,0.256513748,local fatal,
truck,0.011759235,0.027522932,0.01441647,0.054186044,0.011433752,0,0.062637078,local fatal,
bus,0.001069021,0,0,0.000994239,0.003976957,0,0.000994239,local fatal,
bike,0,0,0,0.002138043,0,0,0,arterial fatal,
walk,0,0.000752495,0,0.003058104,0.001223241,0,0,arterial fatal,
motorcycle,0,0,0.000994239,0.008948154,0.005468316,0,0.02982718,arterial fatal,
car,0.004276085,0.026299691,0.008948154,0.072082352,0.026347342,0,0.101412412,arterial fatal,
truck,0.001069021,0.009174311,0.011433752,0.046729249,0.013919351,0,0.023861744,arterial fatal,
bus,0,0,0,0.001988479,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.006727828,0.003058104,0,0,highway fatal,
motorcycle,0,0,0,0.005468316,0.000994239,0,0.015907829,highway fatal,
car,0,0.025076449,0.001988479,0.064128437,0.018393428,0,0.123285678,highway fatal,
truck,0.001069021,0.006116207,0.005965436,0.028832941,0.012925111,0,0.031815659,highway fatal,
bus,0,0,0,0.000994239,0,0,0.000994239,highway fatal,
bike,0.008620711,0.001315248,0,0.053451068,0.020845916,0.001069021,0.052873693,local serious,
walk,0,0.008277441,0.000611621,0.103975521,0.024464829,0,0,local serious,
motorcycle,0.005345107,0.00856269,0.023861744,0.178465961,0.031318539,0.000994239,0.362897357,local serious,
car,0.129886094,0.249541251,0.125274156,0.516507335,0.13521655,0.000994239,0.806328101,local serious,
truck,0.053451068,0.047706416,0.052197565,0.177968841,0.055677403,0,0.210778739,local serious,
bus,0.002138043,0,0.000994239,0.001491359,0.010439513,0,0,local serious,
bike,0,0,0,0.004276085,0.003207064,0,0.012643709,arterial serious,
walk,0,0.000752495,0,0.014067276,0.004281345,0,0,arterial serious,
motorcycle,0,0,0.007953915,0.024358864,0.006959675,0,0.110360566,arterial serious,
car,0.006414128,0.021406725,0.036289736,0.195368029,0.064625557,0,0.280375493,arterial serious,
truck,0.004276085,0.003669724,0.018393428,0.084013224,0.037283975,0.000994239,0.080533386,arterial serious,
bus,0,0,0,0,0.000994239,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.012844035,0.001834862,0,0,highway serious,
motorcycle,0.002138043,0.001223241,0.00049712,0.026844462,0.006959675,0,0.083516104,highway serious,
car,0.005345107,0.010397552,0.043746531,0.20928738,0.037283975,0,0.346989528,highway serious,
truck,0.001069021,0.003058104,0.009445274,0.091967139,0.019387667,0,0.078544907,highway serious,
bus,0,0,0,0.000994239,0,0,0.001988479,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.027955357,0.003568769,0,0.004564544,local fatal,zcta105
walk,0,0.004912263,0.000780494,0.025756285,0.019512337,0,0,local fatal,
motorcycle,0.00118959,0,0.003100252,0.024802016,0.010540857,0.001240101,0.079366453,local fatal,
car,0.026170972,0.152196229,0.035962924,0.118429628,0.035962924,0,0.319946012,local fatal,
truck,0.013085486,0.035122207,0.017981462,0.067585495,0.01426116,0,0.078126352,local fatal,
bus,0.00118959,0,0,0.001240101,0.004960403,0,0.001240101,local fatal,
bike,0,0,0,0.002379179,0,0,0,arterial fatal,
walk,0,0.000982453,0,0.003902467,0.001560987,0,0,arterial fatal,
motorcycle,0,0,0.001240101,0.011160907,0.006820555,0,0.037203025,arterial fatal,
car,0.004758359,0.03356122,0.011160907,0.08990731,0.032862672,0,0.126490284,arterial fatal,
truck,0.00118959,0.011707402,0.01426116,0.058284739,0.017361411,0,0.02976242,arterial fatal,
bus,0,0,0,0.002480202,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.008585428,0.003902467,0,0,highway fatal,
motorcycle,0,0,0,0.006820555,0.001240101,0,0.019841613,highway fatal,
car,0,0.032000233,0.002480202,0.079986503,0.022941865,0,0.153772502,highway fatal,
truck,0.00118959,0.007804935,0.007440605,0.035962924,0.016121311,0,0.039683226,highway fatal,
bus,0,0,0,0.001240101,0,0,0.001240101,highway fatal,
bike,0.008558519,0.001497406,0,0.059479483,0.023196998,0.00118959,0.052492251,local serious,
walk,0,0.010806977,0.000780494,0.132683892,0.031219739,0,0,local serious,
motorcycle,0.005947948,0.010926909,0.02976242,0.222598097,0.039063176,0.001240101,0.4526368,local serious,
car,0.144535143,0.318441341,0.156252703,0.644232377,0.168653712,0.001240101,1.005721766,local serious,
truck,0.059479483,0.060878492,0.065105293,0.221978047,0.069445646,0,0.262901374,local serious,
